name,url,description,duration,test_type,adaptive_support,remote_support
"Advanced Situational Judgment Test - Finance","https://www.shl.com/assessments/advanced-situational-judgment-test-finance","Evaluates decision-making in workplace scenarios tailored for Finance roles at advanced level",45,"Situational; Behavioral","No","Yes"
"Advanced Situational Judgment Test - HR","https://www.shl.com/assessments/advanced-situational-judgment-test-hr","Evaluates decision-making in workplace scenarios tailored for HR roles at advanced level",50,"Situational; Behavioral","No","Yes"
"Advanced Situational Judgment Test - Marketing","https://www.shl.com/assessments/advanced-situational-judgment-test-marketing","Evaluates decision-making in workplace scenarios tailored for Marketing roles at advanced level",43,"Situational; Behavioral","No","Yes"
"Professional Situational Judgment Test - Sales","https://www.shl.com/assessments/professional-situational-judgment-test-sales","Evaluates decision-making in workplace scenarios tailored for Sales roles at professional level",53,"Situational; Behavioral","No","Yes"
"Professional Situational Judgment Test - Management","https://www.shl.com/assessments/professional-situational-judgment-test-management","Evaluates decision-making in workplace scenarios tailored for Management roles at professional level",49,"Situational; Behavioral","No","Yes"
"Professional Situational Judgment Test - Technical","https://www.shl.com/assessments/professional-situational-judgment-test-technical","Evaluates decision-making in workplace scenarios tailored for Technical roles at professional level",54,"Situational; Behavioral","No","Yes"
"Professional Situational Judgment Test - Customer Service","https://www.shl.com/assessments/professional-situational-judgment-test-customer service","Evaluates decision-making in workplace scenarios tailored for Customer Service roles at professional level",43,"Situational; Behavioral","No","Yes"
"Professional Situational Judgment Test - Finance","https://www.shl.com/assessments/professional-situational-judgment-test-finance","Evaluates decision-making in workplace scenarios tailored for Finance roles at professional level",46,"Situational; Behavioral","No","Yes"
"Professional Situational Judgment Test - HR","https://www.shl.com/assessments/professional-situational-judgment-test-hr","Evaluates decision-making in workplace scenarios tailored for HR roles at professional level",58,"Situational; Behavioral","No","Yes"
"Professional Situational Judgment Test - Marketing","https://www.shl.com/assessments/professional-situational-judgment-test-marketing","Evaluates decision-making in workplace scenarios tailored for Marketing roles at professional level",57,"Situational; Behavioral","No","Yes"
"Executive Situational Judgment Test - Sales","https://www.shl.com/assessments/executive-situational-judgment-test-sales","Evaluates decision-making in workplace scenarios tailored for Sales roles at executive level",43,"Situational; Behavioral","Yes","Yes"
"Executive Situational Judgment Test - Management","https://www.shl.com/assessments/executive-situational-judgment-test-management","Evaluates decision-making in workplace scenarios tailored for Management roles at executive level",48,"Situational; Behavioral","Yes","Yes"
"Executive Situational Judgment Test - Technical","https://www.shl.com/assessments/executive-situational-judgment-test-technical","Evaluates decision-making in workplace scenarios tailored for Technical roles at executive level",47,"Situational; Behavioral","Yes","Yes"
"Executive Situational Judgment Test - Customer Service","https://www.shl.com/assessments/executive-situational-judgment-test-customer service","Evaluates decision-making in workplace scenarios tailored for Customer Service roles at executive level",45,"Situational; Behavioral","Yes","Yes"
"Executive Situational Judgment Test - Finance","https://www.shl.com/assessments/executive-situational-judgment-test-finance","Evaluates decision-making in workplace scenarios tailored for Finance roles at executive level",52,"Situational; Behavioral","Yes","Yes"
"Executive Situational Judgment Test - HR","https://www.shl.com/assessments/executive-situational-judgment-test-hr","Evaluates decision-making in workplace scenarios tailored for HR roles at executive level",40,"Situational; Behavioral","Yes","Yes"
"Executive Situational Judgment Test - Marketing","https://www.shl.com/assessments/executive-situational-judgment-test-marketing","Evaluates decision-making in workplace scenarios tailored for Marketing roles at executive level",41,"Situational; Behavioral","Yes","Yes"
"Graduate Situational Judgment Test - Sales","https://www.shl.com/assessments/graduate-situational-judgment-test-sales","Evaluates decision-making in workplace scenarios tailored for Sales roles at graduate level",49,"Situational; Behavioral","No","Yes"
"Graduate Situational Judgment Test - Management","https://www.shl.com/assessments/graduate-situational-judgment-test-management","Evaluates decision-making in workplace scenarios tailored for Management roles at graduate level",57,"Situational; Behavioral","No","Yes"
"Graduate Situational Judgment Test - Technical","https://www.shl.com/assessments/graduate-situational-judgment-test-technical","Evaluates decision-making in workplace scenarios tailored for Technical roles at graduate level",42,"Situational; Behavioral","No","Yes"
"Graduate Situational Judgment Test - Customer Service","https://www.shl.com/assessments/graduate-situational-judgment-test-customer service","Evaluates decision-making in workplace scenarios tailored for Customer Service roles at graduate level",56,"Situational; Behavioral","No","Yes"
"Graduate Situational Judgment Test - Finance","https://www.shl.com/assessments/graduate-situational-judgment-test-finance","Evaluates decision-making in workplace scenarios tailored for Finance roles at graduate level",48,"Situational; Behavioral","No","Yes"
"Graduate Situational Judgment Test - HR","https://www.shl.com/assessments/graduate-situational-judgment-test-hr","Evaluates decision-making in workplace scenarios tailored for HR roles at graduate level",49,"Situational; Behavioral","No","Yes"
"Graduate Situational Judgment Test - Marketing","https://www.shl.com/assessments/graduate-situational-judgment-test-marketing","Evaluates decision-making in workplace scenarios tailored for Marketing roles at graduate level",58,"Situational; Behavioral","No","Yes"
"Senior Situational Judgment Test - Sales","https://www.shl.com/assessments/senior-situational-judgment-test-sales","Evaluates decision-making in workplace scenarios tailored for Sales roles at senior level",46,"Situational; Behavioral","Yes","Yes"
"Senior Situational Judgment Test - Management","https://www.shl.com/assessments/senior-situational-judgment-test-management","Evaluates decision-making in workplace scenarios tailored for Management roles at senior level",50,"Situational; Behavioral","Yes","Yes"
"Senior Situational Judgment Test - Technical","https://www.shl.com/assessments/senior-situational-judgment-test-technical","Evaluates decision-making in workplace scenarios tailored for Technical roles at senior level",55,"Situational; Behavioral","Yes","Yes"
"Senior Situational Judgment Test - Customer Service","https://www.shl.com/assessments/senior-situational-judgment-test-customer service","Evaluates decision-making in workplace scenarios tailored for Customer Service roles at senior level",43,"Situational; Behavioral","Yes","Yes"
"Senior Situational Judgment Test - Finance","https://www.shl.com/assessments/senior-situational-judgment-test-finance","Evaluates decision-making in workplace scenarios tailored for Finance roles at senior level",53,"Situational; Behavioral","Yes","Yes"
"Senior Situational Judgment Test - HR","https://www.shl.com/assessments/senior-situational-judgment-test-hr","Evaluates decision-making in workplace scenarios tailored for HR roles at senior level",40,"Situational; Behavioral","Yes","Yes"
"Senior Situational Judgment Test - Marketing","https://www.shl.com/assessments/senior-situational-judgment-test-marketing","Evaluates decision-making in workplace scenarios tailored for Marketing roles at senior level",55,"Situational; Behavioral","Yes","Yes"
"Junior Situational Judgment Test - Sales","https://www.shl.com/assessments/junior-situational-judgment-test-sales","Evaluates decision-making in workplace scenarios tailored for Sales roles at junior level",55,"Situational; Behavioral","Yes","Yes"
"Junior Situational Judgment Test - Management","https://www.shl.com/assessments/junior-situational-judgment-test-management","Evaluates decision-making in workplace scenarios tailored for Management roles at junior level",43,"Situational; Behavioral","Yes","Yes"
"Junior Situational Judgment Test - Technical","https://www.shl.com/assessments/junior-situational-judgment-test-technical","Evaluates decision-making in workplace scenarios tailored for Technical roles at junior level",49,"Situational; Behavioral","Yes","Yes"
"Junior Situational Judgment Test - Customer Service","https://www.shl.com/assessments/junior-situational-judgment-test-customer service","Evaluates decision-making in workplace scenarios tailored for Customer Service roles at junior level",44,"Situational; Behavioral","Yes","Yes"
"Junior Situational Judgment Test - Finance","https://www.shl.com/assessments/junior-situational-judgment-test-finance","Evaluates decision-making in workplace scenarios tailored for Finance roles at junior level",41,"Situational; Behavioral","Yes","Yes"
"Junior Situational Judgment Test - HR","https://www.shl.com/assessments/junior-situational-judgment-test-hr","Evaluates decision-making in workplace scenarios tailored for HR roles at junior level",46,"Situational; Behavioral","Yes","Yes"
"Junior Situational Judgment Test - Marketing","https://www.shl.com/assessments/junior-situational-judgment-test-marketing","Evaluates decision-making in workplace scenarios tailored for Marketing roles at junior level",47,"Situational; Behavioral","Yes","Yes"
"Intermediate Situational Judgment Test - Sales","https://www.shl.com/assessments/intermediate-situational-judgment-test-sales","Evaluates decision-making in workplace scenarios tailored for Sales roles at intermediate level",47,"Situational; Behavioral","No","Yes"
"Intermediate Situational Judgment Test - Management","https://www.shl.com/assessments/intermediate-situational-judgment-test-management","Evaluates decision-making in workplace scenarios tailored for Management roles at intermediate level",42,"Situational; Behavioral","No","Yes"
"Intermediate Situational Judgment Test - Technical","https://www.shl.com/assessments/intermediate-situational-judgment-test-technical","Evaluates decision-making in workplace scenarios tailored for Technical roles at intermediate level",50,"Situational; Behavioral","No","Yes"
"Intermediate Situational Judgment Test - Customer Service","https://www.shl.com/assessments/intermediate-situational-judgment-test-customer service","Evaluates decision-making in workplace scenarios tailored for Customer Service roles at intermediate level",50,"Situational; Behavioral","No","Yes"
"Intermediate Situational Judgment Test - Finance","https://www.shl.com/assessments/intermediate-situational-judgment-test-finance","Evaluates decision-making in workplace scenarios tailored for Finance roles at intermediate level",53,"Situational; Behavioral","No","Yes"
"Intermediate Situational Judgment Test - HR","https://www.shl.com/assessments/intermediate-situational-judgment-test-hr","Evaluates decision-making in workplace scenarios tailored for HR roles at intermediate level",55,"Situational; Behavioral","No","Yes"
"Intermediate Situational Judgment Test - Marketing","https://www.shl.com/assessments/intermediate-situational-judgment-test-marketing","Evaluates decision-making in workplace scenarios tailored for Marketing roles at intermediate level",50,"Situational; Behavioral","No","Yes"
"Advanced Numerical Reasoning Test - Sales","https://www.shl.com/assessments/advanced-numerical-reasoning-test-sales","Evaluates numerical problem-solving and data interpretation skills tailored for Sales roles at advanced level",26,"Cognitive; Ability","No","Yes"
"Advanced Numerical Reasoning Test - Management","https://www.shl.com/assessments/advanced-numerical-reasoning-test-management","Evaluates numerical problem-solving and data interpretation skills tailored for Management roles at advanced level",25,"Cognitive; Ability","No","Yes"
"Advanced Numerical Reasoning Test - Technical","https://www.shl.com/assessments/advanced-numerical-reasoning-test-technical","Evaluates numerical problem-solving and data interpretation skills tailored for Technical roles at advanced level",40,"Cognitive; Ability","No","Yes"
"Advanced Numerical Reasoning Test - Customer Service","https://www.shl.com/assessments/advanced-numerical-reasoning-test-customer service","Evaluates numerical problem-solving and data interpretation skills tailored for Customer Service roles at advanced level",41,"Cognitive; Ability","No","Yes"
"Advanced Numerical Reasoning Test - Finance","https://www.shl.com/assessments/advanced-numerical-reasoning-test-finance","Evaluates numerical problem-solving and data interpretation skills tailored for Finance roles at advanced level",30,"Cognitive; Ability","No","Yes"
"Advanced Numerical Reasoning Test - HR","https://www.shl.com/assessments/advanced-numerical-reasoning-test-hr","Evaluates numerical problem-solving and data interpretation skills tailored for HR roles at advanced level",35,"Cognitive; Ability","No","Yes"
"Advanced Numerical Reasoning Test - Marketing","https://www.shl.com/assessments/advanced-numerical-reasoning-test-marketing","Evaluates numerical problem-solving and data interpretation skills tailored for Marketing roles at advanced level",28,"Cognitive; Ability","No","Yes"
"Professional Numerical Reasoning Test - Sales","https://www.shl.com/assessments/professional-numerical-reasoning-test-sales","Evaluates numerical problem-solving and data interpretation skills tailored for Sales roles at professional level",38,"Cognitive; Ability","No","Yes"
"Professional Numerical Reasoning Test - Management","https://www.shl.com/assessments/professional-numerical-reasoning-test-management","Evaluates numerical problem-solving and data interpretation skills tailored for Management roles at professional level",34,"Cognitive; Ability","No","Yes"
"Professional Numerical Reasoning Test - Technical","https://www.shl.com/assessments/professional-numerical-reasoning-test-technical","Evaluates numerical problem-solving and data interpretation skills tailored for Technical roles at professional level",39,"Cognitive; Ability","No","Yes"
"Professional Numerical Reasoning Test - Customer Service","https://www.shl.com/assessments/professional-numerical-reasoning-test-customer service","Evaluates numerical problem-solving and data interpretation skills tailored for Customer Service roles at professional level",28,"Cognitive; Ability","No","Yes"
"Professional Numerical Reasoning Test - Finance","https://www.shl.com/assessments/professional-numerical-reasoning-test-finance","Evaluates numerical problem-solving and data interpretation skills tailored for Finance roles at professional level",31,"Cognitive; Ability","No","Yes"
"Professional Numerical Reasoning Test - HR","https://www.shl.com/assessments/professional-numerical-reasoning-test-hr","Evaluates numerical problem-solving and data interpretation skills tailored for HR roles at professional level",43,"Cognitive; Ability","No","Yes"
"Professional Numerical Reasoning Test - Marketing","https://www.shl.com/assessments/professional-numerical-reasoning-test-marketing","Evaluates numerical problem-solving and data interpretation skills tailored for Marketing roles at professional level",42,"Cognitive; Ability","No","Yes"
"Executive Numerical Reasoning Test - Sales","https://www.shl.com/assessments/executive-numerical-reasoning-test-sales","Evaluates numerical problem-solving and data interpretation skills tailored for Sales roles at executive level",28,"Cognitive; Ability","Yes","Yes"
"Executive Numerical Reasoning Test - Management","https://www.shl.com/assessments/executive-numerical-reasoning-test-management","Evaluates numerical problem-solving and data interpretation skills tailored for Management roles at executive level",33,"Cognitive; Ability","Yes","Yes"
"Executive Numerical Reasoning Test - Technical","https://www.shl.com/assessments/executive-numerical-reasoning-test-technical","Evaluates numerical problem-solving and data interpretation skills tailored for Technical roles at executive level",32,"Cognitive; Ability","Yes","Yes"
"Executive Numerical Reasoning Test - Customer Service","https://www.shl.com/assessments/executive-numerical-reasoning-test-customer service","Evaluates numerical problem-solving and data interpretation skills tailored for Customer Service roles at executive level",30,"Cognitive; Ability","Yes","Yes"
"Executive Numerical Reasoning Test - Finance","https://www.shl.com/assessments/executive-numerical-reasoning-test-finance","Evaluates numerical problem-solving and data interpretation skills tailored for Finance roles at executive level",37,"Cognitive; Ability","Yes","Yes"
"Executive Numerical Reasoning Test - HR","https://www.shl.com/assessments/executive-numerical-reasoning-test-hr","Evaluates numerical problem-solving and data interpretation skills tailored for HR roles at executive level",25,"Cognitive; Ability","Yes","Yes"
"Executive Numerical Reasoning Test - Marketing","https://www.shl.com/assessments/executive-numerical-reasoning-test-marketing","Evaluates numerical problem-solving and data interpretation skills tailored for Marketing roles at executive level",26,"Cognitive; Ability","Yes","Yes"
"Graduate Numerical Reasoning Test - Sales","https://www.shl.com/assessments/graduate-numerical-reasoning-test-sales","Evaluates numerical problem-solving and data interpretation skills tailored for Sales roles at graduate level",34,"Cognitive; Ability","No","Yes"
"Graduate Numerical Reasoning Test - Management","https://www.shl.com/assessments/graduate-numerical-reasoning-test-management","Evaluates numerical problem-solving and data interpretation skills tailored for Management roles at graduate level",42,"Cognitive; Ability","No","Yes"
"Graduate Numerical Reasoning Test - Technical","https://www.shl.com/assessments/graduate-numerical-reasoning-test-technical","Evaluates numerical problem-solving and data interpretation skills tailored for Technical roles at graduate level",27,"Cognitive; Ability","No","Yes"
"Graduate Numerical Reasoning Test - Customer Service","https://www.shl.com/assessments/graduate-numerical-reasoning-test-customer service","Evaluates numerical problem-solving and data interpretation skills tailored for Customer Service roles at graduate level",41,"Cognitive; Ability","No","Yes"
"Graduate Numerical Reasoning Test - Finance","https://www.shl.com/assessments/graduate-numerical-reasoning-test-finance","Evaluates numerical problem-solving and data interpretation skills tailored for Finance roles at graduate level",33,"Cognitive; Ability","No","Yes"
"Graduate Numerical Reasoning Test - HR","https://www.shl.com/assessments/graduate-numerical-reasoning-test-hr","Evaluates numerical problem-solving and data interpretation skills tailored for HR roles at graduate level",34,"Cognitive; Ability","No","Yes"
"Graduate Numerical Reasoning Test - Marketing","https://www.shl.com/assessments/graduate-numerical-reasoning-test-marketing","Evaluates numerical problem-solving and data interpretation skills tailored for Marketing roles at graduate level",43,"Cognitive; Ability","No","Yes"
"Senior Numerical Reasoning Test - Sales","https://www.shl.com/assessments/senior-numerical-reasoning-test-sales","Evaluates numerical problem-solving and data interpretation skills tailored for Sales roles at senior level",31,"Cognitive; Ability","Yes","Yes"
"Senior Numerical Reasoning Test - Management","https://www.shl.com/assessments/senior-numerical-reasoning-test-management","Evaluates numerical problem-solving and data interpretation skills tailored for Management roles at senior level",35,"Cognitive; Ability","Yes","Yes"
"Senior Numerical Reasoning Test - Technical","https://www.shl.com/assessments/senior-numerical-reasoning-test-technical","Evaluates numerical problem-solving and data interpretation skills tailored for Technical roles at senior level",40,"Cognitive; Ability","Yes","Yes"
"Senior Numerical Reasoning Test - Customer Service","https://www.shl.com/assessments/senior-numerical-reasoning-test-customer service","Evaluates numerical problem-solving and data interpretation skills tailored for Customer Service roles at senior level",28,"Cognitive; Ability","Yes","Yes"
"Senior Numerical Reasoning Test - Finance","https://www.shl.com/assessments/senior-numerical-reasoning-test-finance","Evaluates numerical problem-solving and data interpretation skills tailored for Finance roles at senior level",38,"Cognitive; Ability","Yes","Yes"
"Senior Numerical Reasoning Test - HR","https://www.shl.com/assessments/senior-numerical-reasoning-test-hr","Evaluates numerical problem-solving and data interpretation skills tailored for HR roles at senior level",25,"Cognitive; Ability","Yes","Yes"
"Senior Numerical Reasoning Test - Marketing","https://www.shl.com/assessments/senior-numerical-reasoning-test-marketing","Evaluates numerical problem-solving and data interpretation skills tailored for Marketing roles at senior level",40,"Cognitive; Ability","Yes","Yes"
"Junior Numerical Reasoning Test - Sales","https://www.shl.com/assessments/junior-numerical-reasoning-test-sales","Evaluates numerical problem-solving and data interpretation skills tailored for Sales roles at junior level",40,"Cognitive; Ability","Yes","Yes"
"Junior Numerical Reasoning Test - Management","https://www.shl.com/assessments/junior-numerical-reasoning-test-management","Evaluates numerical problem-solving and data interpretation skills tailored for Management roles at junior level",28,"Cognitive; Ability","Yes","Yes"
"Junior Numerical Reasoning Test - Technical","https://www.shl.com/assessments/junior-numerical-reasoning-test-technical","Evaluates numerical problem-solving and data interpretation skills tailored for Technical roles at junior level",34,"Cognitive; Ability","Yes","Yes"
"Junior Numerical Reasoning Test - Customer Service","https://www.shl.com/assessments/junior-numerical-reasoning-test-customer service","Evaluates numerical problem-solving and data interpretation skills tailored for Customer Service roles at junior level",29,"Cognitive; Ability","Yes","Yes"
"Junior Numerical Reasoning Test - Finance","https://www.shl.com/assessments/junior-numerical-reasoning-test-finance","Evaluates numerical problem-solving and data interpretation skills tailored for Finance roles at junior level",26,"Cognitive; Ability","Yes","Yes"
"Junior Numerical Reasoning Test - HR","https://www.shl.com/assessments/junior-numerical-reasoning-test-hr","Evaluates numerical problem-solving and data interpretation skills tailored for HR roles at junior level",31,"Cognitive; Ability","Yes","Yes"
"Junior Numerical Reasoning Test - Marketing","https://www.shl.com/assessments/junior-numerical-reasoning-test-marketing","Evaluates numerical problem-solving and data interpretation skills tailored for Marketing roles at junior level",32,"Cognitive; Ability","Yes","Yes"
"Intermediate Numerical Reasoning Test - Sales","https://www.shl.com/assessments/intermediate-numerical-reasoning-test-sales","Evaluates numerical problem-solving and data interpretation skills tailored for Sales roles at intermediate level",32,"Cognitive; Ability","No","Yes"
"Intermediate Numerical Reasoning Test - Management","https://www.shl.com/assessments/intermediate-numerical-reasoning-test-management","Evaluates numerical problem-solving and data interpretation skills tailored for Management roles at intermediate level",27,"Cognitive; Ability","No","Yes"
"Intermediate Numerical Reasoning Test - Technical","https://www.shl.com/assessments/intermediate-numerical-reasoning-test-technical","Evaluates numerical problem-solving and data interpretation skills tailored for Technical roles at intermediate level",35,"Cognitive; Ability","No","Yes"
"Intermediate Numerical Reasoning Test - Customer Service","https://www.shl.com/assessments/intermediate-numerical-reasoning-test-customer service","Evaluates numerical problem-solving and data interpretation skills tailored for Customer Service roles at intermediate level",35,"Cognitive; Ability","No","Yes"
"Intermediate Numerical Reasoning Test - Finance","https://www.shl.com/assessments/intermediate-numerical-reasoning-test-finance","Evaluates numerical problem-solving and data interpretation skills tailored for Finance roles at intermediate level",38,"Cognitive; Ability","No","Yes"
"Intermediate Numerical Reasoning Test - HR","https://www.shl.com/assessments/intermediate-numerical-reasoning-test-hr","Evaluates numerical problem-solving and data interpretation skills tailored for HR roles at intermediate level",40,"Cognitive; Ability","No","Yes"
"Intermediate Numerical Reasoning Test - Marketing","https://www.shl.com/assessments/intermediate-numerical-reasoning-test-marketing","Evaluates numerical problem-solving and data interpretation skills tailored for Marketing roles at intermediate level",35,"Cognitive; Ability","No","Yes"
"Advanced Verbal Reasoning Assessment - Sales","https://www.shl.com/assessments/advanced-verbal-reasoning-assessment-sales","Measures verbal comprehension and critical thinking abilities tailored for Sales roles at advanced level",31,"Cognitive; Ability","No","Yes"
"Advanced Verbal Reasoning Assessment - Management","https://www.shl.com/assessments/advanced-verbal-reasoning-assessment-management","Measures verbal comprehension and critical thinking abilities tailored for Management roles at advanced level",30,"Cognitive; Ability","No","Yes"
"Advanced Verbal Reasoning Assessment - Technical","https://www.shl.com/assessments/advanced-verbal-reasoning-assessment-technical","Measures verbal comprehension and critical thinking abilities tailored for Technical roles at advanced level",45,"Cognitive; Ability","No","Yes"
"Advanced Verbal Reasoning Assessment - Customer Service","https://www.shl.com/assessments/advanced-verbal-reasoning-assessment-customer service","Measures verbal comprehension and critical thinking abilities tailored for Customer Service roles at advanced level",46,"Cognitive; Ability","No","Yes"
"Advanced Verbal Reasoning Assessment - Finance","https://www.shl.com/assessments/advanced-verbal-reasoning-assessment-finance","Measures verbal comprehension and critical thinking abilities tailored for Finance roles at advanced level",35,"Cognitive; Ability","No","Yes"
"Advanced Verbal Reasoning Assessment - HR","https://www.shl.com/assessments/advanced-verbal-reasoning-assessment-hr","Measures verbal comprehension and critical thinking abilities tailored for HR roles at advanced level",40,"Cognitive; Ability","No","Yes"
"Advanced Verbal Reasoning Assessment - Marketing","https://www.shl.com/assessments/advanced-verbal-reasoning-assessment-marketing","Measures verbal comprehension and critical thinking abilities tailored for Marketing roles at advanced level",33,"Cognitive; Ability","No","Yes"
"Professional Verbal Reasoning Assessment - Sales","https://www.shl.com/assessments/professional-verbal-reasoning-assessment-sales","Measures verbal comprehension and critical thinking abilities tailored for Sales roles at professional level",43,"Cognitive; Ability","No","Yes"
"Professional Verbal Reasoning Assessment - Management","https://www.shl.com/assessments/professional-verbal-reasoning-assessment-management","Measures verbal comprehension and critical thinking abilities tailored for Management roles at professional level",39,"Cognitive; Ability","No","Yes"
"Professional Verbal Reasoning Assessment - Technical","https://www.shl.com/assessments/professional-verbal-reasoning-assessment-technical","Measures verbal comprehension and critical thinking abilities tailored for Technical roles at professional level",44,"Cognitive; Ability","No","Yes"
"Professional Verbal Reasoning Assessment - Customer Service","https://www.shl.com/assessments/professional-verbal-reasoning-assessment-customer service","Measures verbal comprehension and critical thinking abilities tailored for Customer Service roles at professional level",33,"Cognitive; Ability","No","Yes"
"Professional Verbal Reasoning Assessment - Finance","https://www.shl.com/assessments/professional-verbal-reasoning-assessment-finance","Measures verbal comprehension and critical thinking abilities tailored for Finance roles at professional level",36,"Cognitive; Ability","No","Yes"
"Professional Verbal Reasoning Assessment - HR","https://www.shl.com/assessments/professional-verbal-reasoning-assessment-hr","Measures verbal comprehension and critical thinking abilities tailored for HR roles at professional level",48,"Cognitive; Ability","No","Yes"
"Professional Verbal Reasoning Assessment - Marketing","https://www.shl.com/assessments/professional-verbal-reasoning-assessment-marketing","Measures verbal comprehension and critical thinking abilities tailored for Marketing roles at professional level",47,"Cognitive; Ability","No","Yes"
"Executive Verbal Reasoning Assessment - Sales","https://www.shl.com/assessments/executive-verbal-reasoning-assessment-sales","Measures verbal comprehension and critical thinking abilities tailored for Sales roles at executive level",33,"Cognitive; Ability","Yes","Yes"
"Executive Verbal Reasoning Assessment - Management","https://www.shl.com/assessments/executive-verbal-reasoning-assessment-management","Measures verbal comprehension and critical thinking abilities tailored for Management roles at executive level",38,"Cognitive; Ability","Yes","Yes"
